"233" "hsa-miR-376c-3p" "ACVR1C" "ALK7"
"470" "hsa-miR-124-3p" "INO80C" "C18orf37"
"973" "hsa-miR-124-3p" "LAS1L" "ENSG00000001497"
"1340" "hsa-miR-941" "RAD52" "ENSG00000002016"
"1404" "hsa-miR-106b-3p" "LASP1" "ENSG00000002834"
"1421" "hsa-miR-138-5p" "LASP1" "ENSG00000002834"
"1727" "hsa-miR-100-5p" "TFPI" "ENSG00000003436"
"1770" "hsa-miR-941" "NDUFAF7" "ENSG00000003509"
"2388" "hsa-miR-124-3p" "CDC27" "ENSG00000004897"
"2565" "hsa-miR-27a-5p" "DVL2" "ENSG00000004975"
"2623" "hsa-miR-941" "UPF1" "ENSG00000005007"
"2691" "hsa-miR-124-3p" "POLR2J" "ENSG00000005075"
"2713" "hsa-miR-124-3p" "DHX33" "ENSG00000005100"
"2846" "hsa-miR-34a-5p" "ACSM3" "ENSG00000005187"
"3020" "hsa-miR-155-5p" "GCFC2" "ENSG00000005436"
"3520" "hsa-miR-1291" "ITGA3" "ENSG00000005884"
"3608" "hsa-miR-16-5p" "LAMP2" "ENSG00000005893"
"3766" "hsa-miR-23b-3p" "MAP3K14" "ENSG00000006062"
"3803" "hsa-miR-145-5p" "TMEM132A" "ENSG00000006118"
"3912" "hsa-miR-302a-3p" "TAC1" "ENSG00000006128"
"4104" "hsa-miR-1291" "RALA" "ENSG00000006451"
"4468" "hsa-miR-941" "TBXA2R" "ENSG00000006638"
"4746" "hsa-miR-1-3p" "CCDC124" "ENSG00000007080"
"5079" "hsa-miR-941" "GAS7" "ENSG00000007237"
"5108" "hsa-miR-7-5p" "PAX6" "ENSG00000007372"
"5125" "hsa-miR-941" "RHBDF1" "ENSG00000007384"
"5144" "hsa-miR-941" "CACNA2D2" "ENSG00000007402"
"6166" "hsa-miR-146a-3p" "NFIX" "ENSG00000008441"
"6167" "hsa-miR-146a-5p" "NFIX" "ENSG00000008441"
"6364" "hsa-miR-10a-5p" "RHOBTB2" "ENSG00000008853"
"9184" "hsa-miR-16-5p" "ANLN" "ENSG00000011426"
"9574" "hsa-miR-1-3p" "BRCA1" "ENSG00000012048"
"9624" "hsa-miR-182-5p" "BRCA1" "ENSG00000012048"
"10392" "hsa-miR-941" "SLC30A9" "ENSG00000014824"
"10720" "hsa-miR-100-5p" "NPC1L1" "ENSG00000015520"
"10726" "hsa-miR-99a-5p" "NPC1L1" "ENSG00000015520"
"10957" "hsa-miR-1-3p" "IGF1" "ENSG00000017427"
"10960" "hsa-miR-27a-3p" "IGF1" "ENSG00000017427"
"11248" "hsa-miR-153-3p" "SNAI2" "ENSG00000019549"
"11377" "hsa-miR-138-5p" "ZFP64" "ENSG00000020256"
"11871" "hsa-miR-941" "NDUFS1" "ENSG00000023228"
"12405" "hsa-miR-525-3p" "GCLM" "ENSG00000023909"
"12434" "hsa-miR-124-3p" "EHD2" "ENSG00000024422"
"13000" "hsa-miR-145-5p" "VIM" "ENSG00000026025"
"13035" "hsa-miR-196a-5p" "VIM" "ENSG00000026025"
"13046" "hsa-miR-216a-5p" "VIM" "ENSG00000026025"
"13048" "hsa-miR-217" "VIM" "ENSG00000026025"
"13057" "hsa-miR-29b-3p" "VIM" "ENSG00000026025"
"13132" "hsa-miR-92a-3p" "VIM" "ENSG00000026025"
"13314" "hsa-miR-941" "AGPAT4" "ENSG00000026652"
"14056" "hsa-miR-100-5p" "HMGB3" "ENSG00000029993"
"14097" "hsa-miR-1-3p" "NUP160" "ENSG00000030066"
"14160" "hsa-miR-193a-3p" "BAK1" "ENSG00000030110"
"14525" "hsa-miR-124-3p" "ABCF2" "ENSG00000033050"
"14763" "hsa-miR-124-3p" "PIAS1" "ENSG00000033800"
"14898" "hsa-miR-941" "SLC4A7" "ENSG00000033867"
"14920" "hsa-miR-140-3p" "MAP2K3" "ENSG00000034152"
"15606" "hsa-miR-100-5p" "RFC1" "ENSG00000035928"
"15630" "hsa-miR-99a-5p" "RFC1" "ENSG00000035928"
"15776" "hsa-miR-124-3p" "NSUN2" "ENSG00000037474"
"15878" "hsa-miR-941" "MRI1" "ENSG00000037757"
"16232" "hsa-miR-145-5p" "VCAN" "ENSG00000038427"
"16300" "hsa-miR-132-3p" "CDH1" "ENSG00000039068"
"16304" "hsa-miR-145-5p" "CDH1" "ENSG00000039068"
"16305" "hsa-miR-153-3p" "CDH1" "ENSG00000039068"
"16316" "hsa-miR-200a-3p" "CDH1" "ENSG00000039068"
"16317" "hsa-miR-200c-3p" "CDH1" "ENSG00000039068"
"16336" "hsa-miR-26a-5p" "CDH1" "ENSG00000039068"
"16339" "hsa-miR-29b-3p" "CDH1" "ENSG00000039068"
"16345" "hsa-miR-34a-5p" "CDH1" "ENSG00000039068"
"16360" "hsa-miR-520d-3p" "CDH1" "ENSG00000039068"
"16365" "hsa-miR-638" "CDH1" "ENSG00000039068"
"16613" "hsa-miR-941" "PHLPP2" "ENSG00000040199"
"16676" "hsa-miR-941" "PQLC2" "ENSG00000040487"
"17183" "hsa-miR-1-3p" "DCUN1D1" "ENSG00000043093"
"17336" "hsa-miR-941" "ZIC2" "ENSG00000043355"
"17444" "hsa-miR-132-3p" "CTNNA1" "ENSG00000044115"
"17656" "hsa-miR-124-3p" "DSG2" "ENSG00000046604"
"17670" "hsa-miR-1-3p" "DSG2" "ENSG00000046604"
"17758" "hsa-miR-941" "GEMIN8" "ENSG00000046647"
"17804" "hsa-miR-141-3p" "WDR37" "ENSG00000047056"
"17820" "hsa-miR-200b-3p" "WDR37" "ENSG00000047056"
"17822" "hsa-miR-200c-3p" "WDR37" "ENSG00000047056"
"17841" "hsa-miR-429" "WDR37" "ENSG00000047056"
